id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
seated_wrist_extension_barbell,Seated Wrist Extension (Barbell),"Sit with your forearms resting on your thighs and your wrists past the knees, holding a light barbell with an overhand grip. Raise the backs of the hands toward you, then lower slowly.","Forearms stay flat on the thighs · Move only the wrists · Very light load, the forearms fatigue fast",iso_forearm,Forearms,Biceps,Barbell,https://www.youtube.com/watch?v=PMdkUNXrB9Q,reps x weight,strength
shoulder_press_dumbbell,Shoulder Press (Dumbbell),"Seated or standing, start with the dumbbells at shoulder height, palms forward. Press overhead until the arms extend, then lower under control to the shoulders.","Brace the core, don't arch the lower back · press slightly in, not straight out · full lockout overhead · control the weight back to the shoulders",vertical_push,Shoulders,Triceps; Chest,Dumbbell,https://www.youtube.com/watch?v=HzIiNhHhhtA,reps x weight,strength
shoulder_press_machine_plates,Shoulder Press (Machine Plates),"Sit with your back against the pad and grip the handles at shoulder height. Press them overhead until the arms are nearly straight, then lower back under control without letting the plates drop.","Back stays flat on the pad · Press up, not forward · Lower slowly rather than letting the weight fall",vertical_push,Shoulders,Triceps; Chest,Machine,https://www.youtube.com/watch?v=GcY6TZxfS0k,reps x weight,strength
shoulder_taps,Shoulder Taps,"Set up in a push up position with your feet wide and your body straight. Lift one hand to tap the opposite shoulder, then set it down and switch, keeping the hips as still as you can.","Hips stay square, resist the rocking · Wide feet make it steadier · Tap slowly rather than rushing",iso_shoulder,Shoulders,Traps,Bodyweight,https://www.youtube.com/watch?v=nUCOhPkkPQ8,reps,strength
shrimp_squat_advanced,Shrimp Squat (Advanced),"Hold the rear foot behind you and lower until the back knee touches, keeping the torso upright and the balance steady with no assistance.",Upright torso · Smooth touch and stand · No wobble at the bottom,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=3zS6axi4aak,reps,strength
shrimp_squat_beginner,Shrimp Squat (Beginner),Hold one foot behind you with the same side hand and lower on the other leg until the back knee touches a pad. Use a light support with the free hand.,Back knee touches a pad · Free hand for balance · Torso stays upright,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=1x5iajDgE9I,reps,strength
shrimp_squat_intermediate,Shrimp Squat (Intermediate),Hold the rear foot with the same side hand and lower to the back knee without any hand support. Stand back up on the working leg.,No hand support · Back knee taps the floor · Keep the chest tall,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=It9nKt0BFlM,reps,strength
shrug_barbell,Shrug (Barbell),"Hold the bar in front of the thighs with straight arms. Shrug the shoulders straight up toward the ears, hold briefly, then lower under control.","Lift straight up, don't roll the shoulders · keep the arms straight · squeeze the traps at the top · control the lowering",iso_traps,Traps,Forearms; Shoulders,Barbell,https://www.youtube.com/watch?v=M_MjF5Nm_h4,reps x weight,strength
shrug_cable,Shrug (Cable),"Stand facing away from or beside a low pulley holding the handle or bar at arms length. Lift the shoulders straight up toward your ears, pause, then lower them fully.","Straight up and down, do not roll the shoulders · Pause at the top · Let the shoulders drop fully at the bottom",iso_traps,Traps,Forearms; Shoulders,Cable machine,https://www.youtube.com/watch?v=YykmcX2b-LY,reps x weight,strength
shrug_dumbbell,Shrug (Dumbbell),"Stand tall holding a dumbbell in each hand at your sides with the arms straight. Lift the shoulders straight up toward your ears as high as you can, pause, then lower them fully.","Arms stay straight, this is not a pull · Straight up, no rolling · Full drop at the bottom for the stretch",iso_traps,Traps,Forearms; Shoulders,Dumbbell,https://www.youtube.com/watch?v=_t3lrPI6Ns4,reps x weight,strength
shrug_machine,Shrug (Machine),"Stand or sit in the machine gripping the handles with your arms straight. Lift the shoulders straight up toward your ears, hold briefly, then lower them all the way down.",Keep the arms straight throughout · Pause at the top · Lower fully rather than half repping,iso_traps,Traps,Forearms; Shoulders,Machine,https://www.youtube.com/watch?v=hXW5QIlThKw,reps x weight,strength
shrug_smith_machine,Shrug (Smith Machine),"Stand inside the Smith machine holding the bar at arms length in front of your thighs. Lift the shoulders straight up toward your ears, pause, then lower them fully.",The rails fix the path so just go straight up · Arms stay straight · Full range down before the next rep,iso_traps,Traps,Forearms; Shoulders,Smith machine,https://www.youtube.com/watch?v=jSvSu_p_uUE,reps x weight,strength
side_bend,Side Bend,"Stand tall with your feet hip width and one hand behind your head. Bend sideways at the waist toward the free hand, then contract the opposite side to pull yourself back upright.","Bend straight sideways, do not twist or lean forward · Move slowly through the range · Same reps on both sides",core_rotation,Abdominals,Lower Back,Bodyweight,https://www.youtube.com/watch?v=wY9nQ-yfRwo,reps,strength
side_bend_dumbbell,Side Bend (Dumbbell),"Stand holding a dumbbell in one hand at your side with the other hand behind your head. Bend sideways toward the weight, then pull back up using the opposite side of your waist.","Weight on one side only · Bend straight sideways, no twisting · Do not use a weight that pulls you over",core_rotation,Abdominals,Lower Back,Dumbbell,https://www.youtube.com/watch?v=4KELpk9p8iE,reps x weight,strength
side_plank,Side Plank,"Lie on your side and prop yourself on one forearm with the elbow under the shoulder and your feet stacked. Lift the hips until your body is a straight line and hold, then switch sides.","Elbow directly under the shoulder · Hips stay lifted, no sagging · Drop the bottom knee to scale it down",core_anti_extension,Abdominals,Glutes; Lower Back,Bodyweight,https://www.youtube.com/watch?v=44ND4bOB-T0,timed,strength
single_arm_cable_crossover,Single Arm Cable Crossover,"Set the pulley high and take the handle in one hand, stepping forward so the arm is extended out and back. Keep your chest up and pull the handle down and across your body toward the opposite hip. Squeeze the chest, then return slowly to the stretch.","Pull down across to the far hip · Stand tall, don't twist the torso",iso_chest,Chest,Shoulders; Biceps,Cable machine,https://www.youtube.com/watch?v=Ob5vbpJShKU,reps x weight,strength
single_arm_cable_row,Single Arm Cable Row,"Sit or stand facing a cable set at chest height and take the handle in one hand with the arm extended. Pull it to your ribs by driving the elbow back, then return to a full stretch.",Do not rotate the torso into the pull · Let the shoulder reach forward at the front · Elbow drives back past the ribs,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Cable machine,https://www.youtube.com/watch?v=IyMz3mDmnGA,reps x weight,strength
single_arm_curl_cable,Single Arm Curl (Cable),"Grab a single handle at the low pulley and step back so the cable stays taut. Pin your upper arm to your side and keep it still. Curl the handle up toward your shoulder by squeezing the biceps, then lower slowly to a full stretch.",Pin your upper arm to your side · Keep the cable taut at the bottom,iso_biceps,Biceps,Forearms,Cable machine,https://www.youtube.com/watch?v=9ZUCFkp-5BI,reps x weight,strength
single_arm_landmine_press_barbell,Single Arm Landmine Press (Barbell),"Hold the end of a landmine barbell at your shoulder with one hand and stand square. Press it up and slightly forward until the arm locks out, then lower it back to the shoulder.",Press up and slightly forward along the bar path · Keep the ribs down and hips square · Brace so you do not lean away,vertical_push,Shoulders,Triceps; Chest,Barbell,https://www.youtube.com/watch?v=WMkebvu4exo,reps x weight,strength
single_arm_lat_pulldown,Single Arm Lat Pulldown,"Attach a single handle to a high pulley and sit with the knee pad snug against your thighs. Grip the handle with your palm facing forward and arm extended overhead. Pull it down, driving your elbow to your side, then control it back up.","Drive your elbow down to your ribs · Reach tall for a full stretch · Keep shoulders level, no twist",vertical_pull,Lats,Biceps; Upper Back; Forearms,Cable machine,https://www.youtube.com/watch?v=HBC5s98wXko,reps x weight,strength
single_arm_lateral_raise_cable,Single Arm Lateral Raise (Cable),"Stand side on to a low pulley and take the handle in the outside hand across your body. Raise the arm out to the side to shoulder height, then lower it slowly against the cable.","Stop at shoulder height · Keep the torso still, do not lean away · Resist the cable on the way down",iso_shoulder,Shoulders,Traps,Cable machine,https://www.youtube.com/watch?v=yau1cttEMdY,reps x weight,strength
single_arm_tricep_extension_dumbbell,Single Arm Tricep Extension (Dumbbell),"Sit or stand tall and raise a dumbbell overhead in one hand with the arm fully extended. Keep your upper arm close to your head and pointing up. Lower the dumbbell behind your head by bending the elbow, then extend your arm to press it back overhead.",Keep the upper arm pointing up · Lower behind your head,iso_triceps,Triceps,Shoulders,Dumbbell,https://www.youtube.com/watch?v=kZ-ReOdn2qk,reps x weight,strength
single_arm_triceps_pushdown_cable,Single Arm Triceps Pushdown (Cable),"Stand facing a high pulley with a single handle and your elbow tucked at your side. Press the handle down until the arm is straight, squeeze the triceps, then let it rise back to a bent elbow.",Elbow stays pinned at your side · Full lockout at the bottom · Do not lean into the weight to move it,iso_triceps,Triceps,Shoulders,Cable machine,https://www.youtube.com/watch?v=Cp_bShvMY4c,reps x weight,strength
single_leg_extensions,Single Leg Extensions,"Sit on a bench or chair with one leg hanging. Straighten that leg until it is fully extended, squeeze the quad at the top, then lower it under control and repeat before switching.",Full lockout at the top · Lower slowly rather than dropping · Same reps on both legs,iso_quad,Quadriceps,Other,Bodyweight,https://www.youtube.com/watch?v=82IuSLk5zNc,reps,strength
single_leg_glute_bridge,Single Leg Glute Bridge,"Lie on your back with feet flat and knees bent, then lift one knee toward your chest. Drive through the heel of your planted foot and extend your hip to raise your hips off the floor until your body forms a straight line. Lower under control to the floor.",Drive through your planted heel · Keep both hips level as you rise,hinge,Glutes,Hamstrings; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=sVfp4LN9niA,reps,strength
single_leg_hip_thrust,Single Leg Hip Thrust,"Rest your upper back on a bench with one foot flat on the floor and the other leg lifted. Drive through the planted heel to raise the hips until level, then lower under control.","Hips stay level, do not tip toward the free leg · Squeeze the glute at the top · Ribs down, no arching",hinge,Glutes,Hamstrings; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=lzDgRRuBdqY,reps,strength
single_leg_hip_thrust_dumbbell,Single Leg Hip Thrust (Dumbbell),"Rest your upper back on a bench with a dumbbell across your hips and one foot planted. Raise the hips until your body is level, squeeze, then lower under control and repeat on the other side.","Hold the dumbbell steady on the hip · Keep the hips square, no tipping · Full squeeze at the top",hinge,Glutes,Hamstrings; Lower Back; Adductors,Dumbbell,https://www.youtube.com/watch?v=pWgVRFuxhoA,reps x weight,strength
single_leg_press_machine,Single Leg Press (Machine),"Sit in the leg press and place one foot in the middle of the platform. Lower until the knee reaches about ninety degrees, then press back up without locking the knee hard.",Foot centered on the platform · Hips stay square on the seat · Do not slam the knee straight,squat,Quadriceps,Glutes; Hamstrings; Calves,Machine,https://www.youtube.com/watch?v=WFHc3NVGesU,reps x weight,strength
single_leg_romanian_deadlift_barbell,Single Leg Romanian Deadlift (Barbell),"Hold a barbell in front of your thighs and shift your weight onto one leg. Hinge forward letting the free leg travel back as a counterweight, then drive the hips forward to stand tall.","Hips stay square, do not open to the side · Free leg travels back in line with the body · Flat back throughout",hinge,Hamstrings,Glutes; Lower Back; Adductors,Barbell,https://www.youtube.com/watch?v=ly35vxXH56s,reps x weight,strength
single_leg_romanian_deadlift_bodyweight,Single Leg Romanian Deadlift (Bodyweight),"Stand on one leg with a soft knee and hinge at the hips, letting the free leg travel back as the chest lowers. Return by driving the hips forward.","Hinge at the hips, not the waist · Back stays flat · Hips stay level",hinge,Hamstrings,Glutes; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=JQZqPsmeesc,reps,strength
single_leg_romanian_deadlift_dumbbell,Single Leg Romanian Deadlift (Dumbbell),"Hold a dumbbell in one or both hands and stand on one leg with a soft knee bend. Hinge forward lowering the weight toward the floor as the free leg lifts behind, then stand back up.",Keep the hips square to the floor · Free leg rises in line with the torso · Touch a wall or rack for balance if needed,hinge,Hamstrings,Glutes; Lower Back; Adductors,Dumbbell,https://www.youtube.com/watch?v=pJewPISyHjw,reps x weight,strength
single_leg_standing_calf_raise,Single Leg Standing Calf Raise,"Stand on one foot on the edge of a step with the heel hanging off, holding something for balance. Press up onto the toes as high as you can, then lower the heel below the step.","Full stretch below the step · Rise all the way onto the toes · Hold something light for balance, do not pull on it",iso_calf,Calves,,Bodyweight,https://www.youtube.com/watch?v=IphGZ8OlfYg,reps,strength
single_leg_standing_calf_raise_barbell,Single Leg Standing Calf Raise (Barbell),"Set a loaded barbell across your upper back and place the balls of your feet on a block or plate with heels hanging off. Rise up onto your toes as high as possible, squeezing the calves hard. Lower your heels below the block for a deep stretch.",Rise to full tip-toe · Sink the heels below the block,iso_calf,Calves,,Barbell,https://www.youtube.com/watch?v=Rm-K4hmsaCg,reps x weight,strength
single_leg_standing_calf_raise_dumbbell,Single Leg Standing Calf Raise (Dumbbell),"Hold a sturdy object for balance and place the balls of both feet on a dumbbell handle, heels on the floor. Rise onto your toes as high as you can by squeezing the calves. Lower your heels back toward the floor under control for a full stretch.",Rise as high as you can · Steady the wobbling handle,iso_calf,Calves,,Dumbbell,https://www.youtube.com/watch?v=KcTEGifMTDY,reps x weight,strength
single_leg_standing_calf_raise_machine,Single Leg Standing Calf Raise (Machine),"Set the shoulder pads and stand on the platform with one foot, the heel hanging off the edge. Press up onto the toes, pause at the top, then lower the heel for a full stretch.",Ball of the foot on the platform edge · Pause at the top rather than bouncing · Full stretch at the bottom,iso_calf,Calves,,Machine,https://www.youtube.com/watch?v=RQRN_pmhfwM,reps x weight,strength
sissy_squat_weighted,Sissy Squat (Weighted),"Grip a squat rack upright with one hand and hold a weight plate against your chest with the other, feet shoulder-width and up on your toes. Lower by driving your knees forward and leaning your torso back in a straight line. Pull with your quads to rise back up.",Drive your knees forward · Keep your body in a straight line,squat,Quadriceps,Glutes; Hamstrings; Calves,Barbell,https://www.youtube.com/watch?v=DjKzACI2dzI,reps x weight,strength
sit_up,Sit Up,"Lie on your back with knees bent, feet anchored, and hands behind your head. Curl your torso up off the floor toward your knees, leading with your chest. Lower back down with control until your shoulders touch.",Don't yank on your neck · Roll up through the spine · Lead with your chest,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=onaQ0v_J5uU,reps,strength
sit_up_weighted,Sit Up (Weighted),"Lie on your back with your knees bent and hold a plate against your chest. Sit all the way up until your torso is upright, then lower back down under control.","Hold the plate close to the chest · Curl up rather than yanking with the neck · Lower slowly, do not drop back",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=pTZL-Hirhwg,reps x weight,strength
skullcrusher_barbell,Skullcrusher (Barbell),"Lie on a bench holding an EZ bar over your chest with a close grip. Bend only at the elbows to lower the bar toward your forehead, then extend back to straight arms.","Upper arms stay still, only the elbows bend · Lower to the forehead or just behind · Use an EZ bar to spare the wrists",iso_triceps,Triceps,Shoulders,Barbell,https://www.youtube.com/watch?v=l3rHYPtMUo8,reps x weight,strength
skullcrusher_dumbbell,Skullcrusher (Dumbbell),"Lie on a bench holding a dumbbell in each hand over your chest with palms facing each other. Bend the elbows to lower the weights beside your head, then press back to straight arms.","Upper arms stay vertical and still · Lower beside the head, not onto it · Control the descent, no dropping",iso_triceps,Triceps,Shoulders,Dumbbell,https://www.youtube.com/watch?v=jPjhQ2hsAds,reps x weight,strength
sled_push,Sled Push,"Load the sled and grip the handles with your arms fully extended. Set an athletic stance with a forward body lean and a flat back. Drive the sled forward by powering through the balls of your feet, fully extending the hips and knees with every stride.","Arms long, back flat · Push through the balls of the feet · Fully extend hips and knees",power_plyo,Full Body,Glutes; Hamstrings; Calves,Weighted sled,https://www.youtube.com/watch?v=QwscR2BhdEg,timed x weight,strength
snatch,Snatch,"From a wide grip, pull the bar explosively from the floor, extend the hips and pull under to catch it overhead in a full squat, then stand to lockout.","Wide grip, bar close and over the mid-foot · explode through the hips · pull under fast to a locked-out catch · stay tight and stand tall to finish",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=Iy0vPROslAA,reps x weight,strength
snowboarding,Snowboarding,"Ride at a pace and terrain that keeps you working continuously, staying low with the knees bent and the weight centered over the board. Link turns smoothly rather than skidding to a stop.",Stay low with the knees bent · Weight centered over the board · Link turns rather than stopping and starting,cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=imE4pJIHQYM,timed,warmup/cooldown
spider_curl_barbell,Spider Curl (Barbell),"Lie chest down on an incline bench with your arms hanging straight below you holding an EZ bar. Curl it up toward your shoulders without moving the upper arms, then lower to straight.",Chest stays on the bench · Upper arms hang still throughout · Lower all the way to straight arms,iso_biceps,Biceps,Forearms,Barbell,https://www.youtube.com/watch?v=tWYg1zUj1cU,reps x weight,strength
spider_curl_dumbbell,Spider Curl (Dumbbell),"Lie face down on an incline bench with your chest supported and shoulders near the top. Let your arms hang straight down holding a dumbbell in each hand. Curl the weights up toward your shoulders, then lower them under control to a full stretch.",Lie chest-down on the bench · Let arms hang straight down,iso_biceps,Biceps,Forearms,Dumbbell,https://www.youtube.com/watch?v=ke2shAeQ0O8,reps x weight,strength
spiderman,Spiderman,"Set up in a push up position with your body straight. Drive one knee up toward the same side elbow, hold briefly, then return it and switch sides.","Knee travels to the outside of the elbow · Hips stay low and level · Move under control, not at speed",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=MrkvrtDrEkY,reps,strength
spinning,Spinning,"Ride a stationary bike through changes of pace and resistance, staying seated or standing as the session calls for. Keep the pedal stroke smooth and the upper body relaxed.","Set the saddle to hip height before starting · Smooth circular pedal stroke · Keep the shoulders relaxed, not hunched",cardio,Cardio,,Stationary bike,https://www.youtube.com/watch?v=z2wCIlJAQVw,timed,warmup/cooldown
split_jerk,Split Jerk,"Rack the bar across your front delts, feet under your hips. Dip straight down by bending the knees, then drive up explosively and punch the bar overhead. As it rises, split one foot forward and one back into a lunge and lock the arms, then recover the feet to standing.","Dip straight down, torso tall · Drive through legs, not arms · Split feet front and back · Catch with arms locked out",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=0ARGp-XotkE,reps x weight,strength
split_squat_dumbbell,Split Squat (Dumbbell),"Hold a dumbbell in each hand and set your feet in a long split stance. Lower straight down until the back knee is just above the floor, then drive through the front heel to stand.","Feet stay in place the whole set · Lower straight down, not forward · Front shin close to vertical",lunge,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=lHa6aCpFndo,reps x weight,strength
sprints,Sprints,"Run at close to maximum effort for a short distance or time, then walk or jog until you have recovered. Drive the knees and pump the arms hard through each sprint.",Build up to full speed rather than exploding cold · Recover fully between efforts · Stop the session when the speed drops off,cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=VgJCaUSd5fs,timed,warmup/cooldown
squat_assisted,Squat (Assisted),"Hold a doorframe, pole or suspension strap and sit back into a squat. Use the hands for balance and only as much pull as you need to reach depth.",Use the hands for balance · Sit back and down · Heels stay flat,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=i1ge-244WSM,reps,strength
squat_assisted_deep,"Squat (Assisted, Deep)","Using the same light support, lower all the way until the hamstrings meet the calves. Hold the bottom briefly, then stand back up.",Go to full depth · Pause at the bottom · Keep the heels down,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=UqnCCmzMpdE,reps,strength
squat_band,Squat (Band),"Stand on the band with your feet shoulder width and bring the top of the loop over your shoulders. Squat down until the thighs are at least parallel, then stand up against the band.",Keep the band settled on the shoulders · Knees track over the toes · Chest stays tall through the rep,squat,Quadriceps,Glutes; Hamstrings; Calves,Resistance band,https://www.youtube.com/watch?v=QaTMOqDL6s8,reps,strength
squat_barbell,Squat (Barbell),"Set the bar just below shoulder height, step under it and rest it across your upper back. Drive through your legs to unrack, step back to a shoulder-width stance with toes slightly out. Sit the hips back and bend the knees until the hamstrings meet the calves, then drive up through the mid-foot to standing.","Head up, back flat throughout · brace before you descend · inhale down, exhale up · push the floor away through heel and mid-foot · knees track over the toes",squat,Quadriceps,Glutes; Hamstrings; Calves,Barbell,https://www.youtube.com/watch?v=rrJIyZGlK8c,reps x weight,strength
squat_bodyweight,Squat (Bodyweight),"Stand with the feet about shoulder width and the toes turned slightly out. Sit back and down until the thighs pass parallel, then drive through the whole foot to stand.",Knees track over the toes · Thighs past parallel · Chest stays up,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=l83R5PblSMA,reps,strength
squat_deep,Squat (Deep),Squat all the way to the bottom so the hamstrings rest on the calves and hold there comfortably. Stand back up without letting the heels lift.,"Full depth, heels down · Hold the bottom position · Keep the spine long",squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=ZR7XApOTREw,reps,strength
squat_dumbbell,Squat (Dumbbell),"Hold a dumbbell in each hand at your sides or one at your chest, feet about shoulder width. Squat down until your thighs are at least parallel, then drive through the floor to stand.","Chest stays tall, do not fold forward · Knees track over the toes · Heels stay down the whole way",squat,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=OtOayZUX370,reps x weight,strength
squat_machine,Squat (Machine),"Set the shoulder pads and place your feet on the platform about shoulder width. Lower until your thighs are at least parallel, then press back up through the whole foot.",Back stays flat against the pad · Whole foot stays on the platform · Do not lock the knees hard at the top,squat,Quadriceps,Glutes; Hamstrings; Calves,Machine,https://www.youtube.com/watch?v=LoW6ZIBJWHg,reps x weight,strength
squat_smith_machine,Squat (Smith Machine),"Set the bar across your upper back in the Smith machine with your feet slightly forward. Lower until your thighs are at least parallel, then drive back up and re-engage the hooks at the end.",Feet slightly forward of the bar · Rails fix the path so drive straight up · Set the safeties before you start,squat,Quadriceps,Glutes; Hamstrings; Calves,Smith machine,https://www.youtube.com/watch?v=ntRzKF4UKBg,reps x weight,strength
squat_suspension,Squat (Suspension),"Hold the handles and stand with your feet shoulder width and the straps taut. Sit back into a squat using the straps for balance, then drive through the heels to stand.","Use the straps for balance, not to pull yourself up · Chest stays tall · Sit the hips back as you descend",squat,Quadriceps,Glutes; Hamstrings; Calves,Suspension trainer,https://www.youtube.com/watch?v=HN64r7kucok,reps,strength
squat_row,Squat Row,"Hold the suspension handles or a band and sink into a squat with your arms extended. Stand up while pulling the handles to your ribs, then squat back down as the arms extend.",Squat and row flow as one movement · Elbows drive back at the top · Chest stays tall in the squat,horizontal_pull,Full Body,Biceps; Shoulders; Forearms,Bodyweight,https://www.youtube.com/watch?v=cjNi69LNC78,reps,strength
stair_machine_floors,Stair Machine (Floors),"Step onto the machine and climb at a steady pace, standing tall rather than leaning on the rails. Place the whole foot on each step and let the legs do the work.","Stand tall, do not hang off the handles · Whole foot on each step · Keep a pace you can hold for the session",cardio,Cardio,,Machine,https://www.youtube.com/watch?v=y0zGTCPk3mA,timed,warmup/cooldown
stair_machine_steps,Stair Machine (Steps),"Climb at a steady step rate, standing upright with a light touch on the rails for balance only. Drive through the whole foot on each step rather than the toes alone.","Light touch on the rails, no leaning · Full foot on each step · Hold a steady step rate",cardio,Cardio,,Machine,https://www.youtube.com/watch?v=y0zGTCPk3mA,timed,warmup/cooldown
standing_cable_glute_kickbacks,Standing Cable Glute Kickbacks,"Attach an ankle strap to a low pulley and face the machine holding on for balance. Drive the strapped leg back and up by squeezing the glute, then return under control.","Push with the glute, do not arch the back · Torso stays upright · Return slowly rather than letting it snap back",iso_glute,Glutes,Hamstrings; Abductors,Cable machine,https://www.youtube.com/watch?v=-QjWnf6qeNs,reps x weight,strength
standing_calf_raise,Standing Calf Raise,"Set a loaded barbell across your upper back inside a squat rack and step out. Rise up onto the balls of your feet as high as you can, squeezing the calves. Rock back onto your heels and lift your toes, then rock forward onto your toes again.","Rise onto your toes, then rock back · Lift your toes at the heel end · Rock smoothly, no bouncing",iso_calf,Calves,,Barbell,https://www.youtube.com/watch?v=Lpu-WNNU_J4,reps x weight,strength
standing_calf_raise_barbell,Standing Calf Raise (Barbell),"Set a loaded barbell across your upper back and place the balls of your feet on a block or plate with heels hanging off. Rise up onto your toes as high as possible, squeezing the calves hard. Lower your heels below the block for a deep stretch.",Rise to full tip-toe · Sink the heels below the block,iso_calf,Calves,,Barbell,https://www.youtube.com/watch?v=EZR7Bs9WCVM,reps x weight,strength
standing_calf_raise_dumbbell,Standing Calf Raise (Dumbbell),"Hold a sturdy object for balance and place the balls of both feet on a dumbbell handle, heels on the floor. Rise onto your toes as high as you can by squeezing the calves. Lower your heels back toward the floor under control for a full stretch.",Rise as high as you can · Steady the wobbling handle,iso_calf,Calves,,Dumbbell,https://www.youtube.com/watch?v=ADIDoYt_ko4,reps x weight,strength
standing_calf_raise_machine,Standing Calf Raise (Machine),"Set the shoulder pads and stand with the balls of your feet on the platform edge. Press up onto the toes as high as you can, pause, then lower the heels below the platform.",Balls of the feet on the edge · Full stretch at the bottom · Pause at the top instead of bouncing,iso_calf,Calves,,Machine,https://www.youtube.com/watch?v=u8-wLlBxFE4,reps x weight,strength
standing_calf_raise_smith,Standing Calf Raise (Smith),"Set the bar across your upper back in the Smith machine and stand with the balls of your feet on a block. Press up onto the toes, pause, then lower the heels for a full stretch.",Use a block so the heels can drop below · Pause at the top · Rise all the way onto the toes,iso_calf,Calves,,Bodyweight,https://www.youtube.com/watch?v=RQHGeGCCL1k,reps,strength
standing_leg_curls,Standing Leg Curls,"Stand tall holding something for balance and shift your weight onto one leg. Curl the other heel toward your glute as far as it goes, then lower it under control.","Keep the thigh still, only the knee bends · Stand tall, do not lean forward · Curl as far as the heel will travel",iso_hamstring,Hamstrings,Glutes; Calves,Bodyweight,https://www.youtube.com/watch?v=CusyCbRlttM,reps,strength
standing_military_press_barbell,Standing Military Press (Barbell),"Hold the bar at the front of the shoulders, feet hip-width, glutes and abs braced. Press the bar overhead, moving the head back slightly to clear it, then push through to a locked-out finish over the mid-foot.","Squeeze the glutes and abs, don't lean back · bar travels in a straight line over the mid-foot · full lockout with the biceps by the ears · keep the ribs down",vertical_push,Shoulders,Triceps; Chest,Barbell,https://www.youtube.com/watch?v=G2qpTG1Eh40,reps x weight,strength
step_up,Step Up,"Place one whole foot on a box at about knee height. Drive through that heel to stand up on the box without pushing off the back foot, then lower back down under control.",Whole foot on the box · Drive through the top heel · Lower slowly rather than dropping down,lunge,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=wfhXnLILqdk,reps,strength
sternum_pull_up_gironda,Sternum Pull up (Gironda),"Hang from the bar and pull while leaning your head back and arching the upper back. Keep pulling until your sternum touches the bar and your body finishes close to horizontal, then lower under control.","Lean the head back as you pull · Sternum meets the bar, not the chin · Lower slowly, this range is demanding",vertical_pull,Lats,Biceps; Upper Back; Forearms,Pull-up bar,https://www.youtube.com/watch?v=rroBJ8zHi0Q,reps,strength
straight_arm_lat_pulldown_cable,Straight Arm Lat Pulldown (Cable),"Grab a wide bar on a high pulley with an overhand grip wider than shoulder width and step back about two feet. Hinge your torso forward about 30 degrees with arms extended toward the pulley. Sweep the bar down to your thighs in an arc, then return under control.",Sweep the bar down in an arc · Move only at the shoulders,vertical_pull,Lats,Biceps; Upper Back; Forearms,Cable machine,https://www.youtube.com/watch?v=ey9Fv3FGrRg,reps x weight,strength
straight_leg_deadlift,Straight Leg Deadlift,"Stand with your feet hip width and your knees nearly locked. Hinge at the hips to lower your hands toward the floor until the hamstrings stop you, then drive the hips forward to stand.","Knees stay nearly straight · Stop where the back would start to round · Push the hips back, do not just bend over",hinge,Hamstrings,Glutes; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=mQE3wjSLeTc,reps,strength
stretching,Stretching,"Move into each position until you feel a mild stretch, then hold it while you breathe steadily. Ease off if the sensation turns sharp and give both sides the same time.","Mild stretch, never sharp pain · Breathe rather than holding your breath · Give both sides equal time",mobility,Other,,Bodyweight,https://www.youtube.com/watch?v=XWJgzixqFH4,timed,stretching
